"Id","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","Target"
384,3,"5","5",NA,216,0,1,"1","23",6,16,"2","6",6171,448,1,147,2,"15",1608,6,"3","2","7",0,"3","3","3","1","6",1,1925,"4","2",0,0,"1","3",976,NA,"4",51,"4","2","5","3",264,50,"4",69694.4064849678,"1","2","4",712,NA,"16","1",1,1990,"4",49,1160,7,"2","2",0,"3",0,0,"5",38081241,0,"9",10,2009,"5","2",0,"3",0,1925,"1","4",137450
385,3,"5","5",NA,349,0,1,"1","19",5,30,"5","2",13673,0,1,0,1,"7",1696,5,"3","2","4",0,"5","3",NA,"2","6",1,1962,"4","2",0,0,"1","2",1140,NA,"4",40,"4","2","2","6",0,20,"4",-1.61581583081962,"3","2","4",1140,NA,"7","5",1,1962,"1",64,1696,8,"6","3",0,"4",0,0,"3",186950929,0,"9",3,2007,"5","2",0,"3",0,1962,"1","4",143900
386,3,"5","5",NA,576,0,1,"1","13",6,0,"5","2",10175,0,0,0,2,"7",1425,5,"3","2","7",0,"3","2",NA,"2","6",1,1964,"4","2",0,0,"1","2",1425,NA,"4",100,"4","2","5","3",490,20,"4",240100.57701367,"3","2","4",935,NA,"11","3",2,1964,"1",49,1425,7,"2","1",0,"4",0,0,"5",103530625,272,"9",7,2008,"5","2",0,"3",407,1964,"1","4",180500
387,3,"5","5","1",528,800,1,"1","8",6,46,"5","6",12354,512,0,0,1,"14",1196,8,"3","2","7",0,NA,"3","1","1","6",0,2005,"4","2",0,0,"1","3",684,"3","4",67,"4","2","1","3",0,50,"4",-2.23168952009734,"1","2","3",684,NA,"15","3",2,2000,"4",49,684,7,"6","1",0,"3",0,0,"5",152621316,0,"4",8,2009,"5","2",0,"3",0,1920,"1","1",110000
388,4,"5","5",NA,706,0,1,"1","16",9,0,"5","2",20431,880,1,0,2,"6",2728,5,"3","2","7",0,"1","2",NA,"3","6",2,2006,"4","2",0,0,"1","1",1848,NA,"1",56,"4","2","5","3",1410,60,"1",1988100.47278002,"6","4","4",438,NA,"6","1",3,2006,"2",100,1848,10,"3","3",0,"1",0,1,"5",417425761,870,"7",4,2006,"6","2",0,"3",0,2005,"1","4",437154
389,2,"5","5",NA,529,0,1,"5","20",6,0,"5","2",8012,0,0,0,2,"10",1575,5,"3","2","7",0,NA,"3",NA,"3","6",0,1992,"4","2",0,0,"1","2",1575,NA,"3",50,"4","2","5","3",430,120,"3",184899.137385092,"3","2","4",1145,NA,"8","3",2,1992,"4",25,1575,5,"3","3",0,"3",0,1,"5",64192144,0,"9",7,2007,"5","2",52,"3",0,1992,"1","4",179200
390,3,"5","5",NA,702,0,1,"1","6",9,45,"5","2",11248,0,0,257,2,"13",1668,5,"3","2","7",0,"5","4",NA,"3","6",1,2002,"4","2",0,0,"1","1",1626,NA,"3",90,"4","2","1","3",1059,20,"3",1121482.05906941,"3","4","1",567,NA,"14","1",3,2002,"1",49,1668,7,"3","2",0,"3",0,1,"5",126517504,215,"9",7,2007,"5","2",0,"3",0,2002,"1","4",285000
391,2,"5","5",NA,254,0,1,"1","13",5,16,"5","2",7000,0,0,0,1,"14",1134,7,"3","2","7",0,NA,"2","4","2","6",0,1960,"4","2",0,0,"1","2",1010,NA,"4",70,"4","2","5","3",588,20,"4",345744.307777939,"3","2","4",422,NA,"15","1",1,2002,"4",36,1134,6,"5","2",0,"4",0,0,"5",4.9e+07,45,"9",4,2007,"4","2",0,"3",0,1960,"1","4",135000
392,3,"5","5",NA,422,0,1,"1","24",6,122,"5","2",9303,868,1,144,2,"13",1756,5,"3","2","7",0,NA,"2",NA,"3","6",0,1996,"4","2",0,0,"1","1",872,NA,"1",NA,"4","2","1","3",742,60,"3",550562.883121089,"6","4","4",130,NA,"14","1",2,1997,"1",49,888,7,"1","2",0,"4",0,1,"5",86545809,42,"9",7,2007,"5","2",0,"3",0,1996,"1","4",204000
393,4,"2","5",NA,492,0,2,"3","7",6,0,"5","2",7136,979,0,0,2,"9",1958,6,"3","1","7",0,NA,"2",NA,"2","6",0,1946,"2","2",0,0,"1","3",979,NA,"3",82,"3","2","5","3",484,90,"4",234257.003854589,"6","2","4",495,NA,"9","5",2,1950,"1",64,979,8,"5","3",0,"4",0,0,"5",50922496,423,"9",8,2007,"5","2",0,"3",0,1946,"1","4",145000
394,4,"5","5",NA,505,0,1,"1","5",7,117,"5","2",10005,866,1,288,2,"10",2022,5,"3","2","7",0,"5","2",NA,"2","6",1,1977,"4","2",0,0,"1","1",1160,NA,"3",83,"4","2","5","3",392,60,"4",153664.742873088,"6","4","4",768,NA,"11","1",2,1977,"4",64,1156,8,"2","2",0,"4",0,0,"5",100100025,299,"9",3,2008,"5","2",0,"3",0,1977,"1","4",192000
395,3,"5","5",NA,440,0,1,"4","15",6,0,"5","2",2289,586,1,28,2,"10",1441,6,"3","2","7",0,"5","3",NA,"2","6",1,1978,"4","2",0,0,"1","3",855,NA,"4",24,"4","2","5","3",311,160,"4",96722.5310482826,"6","2","4",544,NA,"3","5",2,1978,"4",49,855,7,"1","1",0,"4",0,0,"5",5239521,0,"9",4,2009,"5","2",0,"3",0,1978,"1","4",148500
396,3,"5","5",NA,846,0,1,"1","16",10,134,"5","4",12474,590,1,196,2,"13",2332,5,"3","2","7",0,"1","4",NA,"3","6",1,2008,"4","2",0,0,"1","1",1682,NA,"1",96,"4","2","5","3",1280,60,"1",1638400.53964377,"6","2","1",402,NA,"14","1",3,2008,"4",81,1742,9,"3","2",0,"1",0,1,"5",155600676,272,"7",8,2008,"6","2",0,"3",0,2007,"1","4",426000
397,3,"5","5",NA,400,0,1,"1","9",7,48,"5","2",7750,660,1,0,2,"13",1320,5,"3","2","7",0,NA,"3",NA,"3","6",0,2003,"4","2",0,0,"1","1",660,NA,"3",NA,"4","2","5","7",0,60,"3",0.895490900945662,"6","2","4",660,NA,"14","1",2,2003,"4",36,660,6,"6","1",0,"3",0,0,"5",60062500,0,"9",8,2007,"5","2",0,"3",0,2003,"1","4",162000
398,3,"5","5",NA,506,0,1,"1","20",8,150,"5","2",10041,988,1,120,2,"7",1915,5,"3","2","7",0,"5","3",NA,"3","6",1,1992,"4","2",0,0,"1","1",908,NA,"3",80,"4","2","5","3",789,60,"3",622521.168487718,"6","2","3",119,NA,"7","1",2,1992,"1",64,927,8,"3","2",0,"3",0,1,"5",100821681,0,"9",2,2006,"1","2",0,"3",0,1992,"1","4",220000
399,3,"1","5",NA,458,0,1,"1","13",6,0,"5","2",11900,0,1,0,1,"7",1392,5,"3","2","7",192,"3","2",NA,"2","6",2,1957,"4","2",0,0,"1","2",1392,NA,"4",80,"4","2","1","3",1040,20,"4",1081599.18484605,"3","2","4",352,NA,"7","5",2,1957,"1",36,1392,6,"5","3",0,"4",0,1,"5",141610000,387,"9",6,2008,"5","2",0,"3",0,1957,"1","4",166000
400,3,"5","5",NA,288,0,1,"1","19",5,0,"5","2",6993,0,0,0,1,"7",1236,7,"3","2","7",0,"5","3",NA,"2","6",1,1961,"4","2",0,0,"1","3",912,NA,"4",65,"4","2","5","2",465,20,"4",216225.592446216,"3","2","4",447,NA,"11","5",1,1994,"4",36,1236,6,"2","3",0,"4",0,0,"5",48902049,0,"9",6,2006,"5","2",0,"3",0,1961,"1","4",135000
401,3,"5","5","2",440,0,1,"4","21",7,0,"5","6",2280,744,1,0,2,"9",1501,5,"3","2","7",0,NA,"2",NA,"3","6",0,1999,"4","2",0,0,"1","3",744,NA,"3",24,"2","2","5","3",549,160,"4",301401.236630412,"6","2","4",195,NA,"9","3",2,1999,"4",36,757,6,"1","1",0,"4",0,0,"5",5198400,360,"9",8,2008,"5","2",0,"3",0,1999,"1","4",179400
402,1,"5","5",NA,457,0,1,"5","1",7,0,"5","2",3182,0,0,156,2,"13",1504,5,"3","2","7",0,"3","2",NA,"3","6",1,2005,"4","2",0,0,"1","1",1346,NA,"3",43,"4","2","5","3",16,120,"3",256.615991343375,"3","2","4",1330,NA,"14","1",2,2006,"4",49,1504,7,"3","1",0,"3",0,0,"5",10125124,16,"9",5,2009,"5","2",0,"3",0,2005,"1","4",181000
403,4,"5","5",NA,396,0,1,"1","8",6,36,"5","6",21780,511,0,72,2,"14",1674,7,"1","2","7",144,"3","3",NA,"1","6",1,1955,"4","2",0,0,"1","1",1163,NA,"3",66,"4","2","5","3",0,50,"4",-1.90067210578169,"1","2","3",1163,NA,"15","1",2,1950,"4",64,1163,8,"6","1",0,"4",0,0,"5",474368400,0,"9",7,2008,"5","2",0,"3",0,1918,"1","4",185000
404,3,"5","5",NA,264,0,1,"1","19",6,0,"5","2",8414,0,0,192,1,"7",1068,8,"3","2","7",0,NA,"3","3","2","6",0,1963,"4","2",0,0,"1","2",1059,NA,"4",70,"4","2","5","3",663,20,"4",439570.392666523,"3","4","4",396,NA,"7","5",1,2003,"4",36,1068,6,"3","3",1,"4",0,0,"5",70795396,0,"9",2,2006,"5","2",0,"3",0,1963,"1","4",154500
405,2,"2",NA,"1",0,0,1,"1","8",3,0,NA,NA,8248,0,0,0,1,"12",864,3,"1","1","7",0,NA,"3",NA,"1","6",0,NA,"4","2",0,0,"1",NA,864,NA,"4",45,"4","2","5","3",41,30,"4",1682.3961973214,"3","2","4",823,NA,"13","5",0,1950,"4",25,864,5,"2","1",0,"4",0,1,"5",68029504,0,"9",9,2008,"5","2",100,"3",0,1914,"1","4",67000
406,4,"5","5",NA,447,0,1,"1","13",5,38,"5","2",10552,0,1,0,1,"4",1700,5,"3","2","7",0,"3","3",NA,"2","6",1,1959,"4","2",0,0,"1","2",1398,NA,"4",70,"4","2","5","3",1018,20,"4",1036322.51467403,"3","4","4",380,NA,"4","3",2,1959,"1",36,1700,6,"5","3",1,"3",0,0,"5",111344704,0,"9",4,2010,"5","2",0,"3",0,1959,"1","4",165500
407,3,"5","5",NA,660,0,1,"1","6",7,110,"5","2",8814,0,1,123,2,"13",1604,5,"3","2","7",0,"3","4",NA,"3","6",1,2006,"4","2",0,0,"1","2",1604,NA,"3",68,"4","2","5","3",1334,20,"3",1779557.26211902,"3","2","4",270,NA,"14","1",2,2006,"4",64,1604,8,"3","1",0,"3",0,1,"5",77686596,180,"9",3,2009,"1","2",0,"3",0,2006,"1","4",220000
408,4,"5","5",NA,442,0,1,"1","13",6,128,"5","2",9760,813,1,328,1,"7",1611,6,"3","2","7",189,NA,"2",NA,"2","4",0,1964,"4","2",0,0,"1","2",780,NA,"4",80,"4","2","5","3",674,60,"4",454276.695087858,"6","2","2",0,NA,"7","5",2,1964,"4",49,798,7,"3","1",0,"4",106,1,"5",95257600,360,"9",6,2008,"5","2",0,"3",0,1964,"2","4",167900
409,3,"5","5",NA,484,0,1,"1","13",6,0,"5","2",12155,0,0,0,2,"10",1657,3,"3","2","7",147,"5","3",NA,"2","6",1,1970,"4","2",0,0,"1","3",1657,NA,"3",NA,"4","2","5","5",1237,20,"4",1530169.381053,"3","2","4",420,NA,"11","3",2,1970,"3",49,1657,7,"4","1",1,"4",0,0,"5",147744025,0,"9",3,2007,"5","2",0,"3",0,1970,"1","4",163500
410,2,"5","5",NA,256,0,1,"1","7",5,70,"5","6",9600,332,1,0,1,"9",1308,7,"3","2","4",0,"5","3",NA,"1","6",2,1940,"2","2",0,0,"1","3",728,NA,"4",130,"4","2","5","3",428,50,"3",183185.631287084,"1","2","4",300,NA,"9","1",1,1950,"1",49,976,7,"5","1",0,"4",0,1,"3",92160000,0,"9",6,2009,"5","2",0,"3",0,1940,"1","1",160000
411,3,"5","5","2",440,0,1,"5","21",6,24,"5","6",3230,729,1,0,2,"9",1471,5,"3","2","7",0,NA,"2",NA,"3","6",0,1999,"4","2",0,0,"1","3",729,NA,"3",34,"2","2","5","3",381,160,"4",145160.710688098,"6","2","4",348,NA,"9","3",2,1999,"4",36,742,6,"3","3",0,"4",0,0,"5",10432900,894,"9",3,2009,"5","2",0,"3",0,1999,"1","4",172500
412,3,"5","5",NA,264,0,1,"4","3",6,28,"5","6",1680,546,1,0,1,"7",1218,7,"3","2","7",0,NA,"2",NA,"2","6",0,1972,"4","2",0,0,"1","3",672,NA,"4",21,"5","2","5","3",317,160,"4",100489.286180184,"6","2","4",355,NA,"7","3",1,1972,"4",49,672,7,"2","2",1,"4",0,0,"5",2822400,281,"9",5,2006,"5","2",0,"3",0,1972,"1","4",118000
413,2,"5","5",NA,451,0,1,"1","13",6,30,"5","2",11310,0,0,0,1,"14",1375,5,"3","2","7",0,"5","3",NA,"2","6",1,1954,"4","2",0,0,"1","3",1367,NA,"4",75,"4","2","5","3",0,20,"4",0.0984301212638177,"3","4","4",1367,NA,"4","1",2,1954,"4",25,1375,5,"6","1",0,"4",0,0,"5",127916100,0,"9",6,2006,"5","2",0,"3",0,1954,"1","4",140000
414,4,"5","5",NA,600,8300,2,"3","19",5,24,"5","4",18890,1259,2,155,2,"10",2620,5,"1","2","7",0,"5","3",NA,"2","5",1,1977,"4","2",0,0,"1","2",1361,"1","3",NA,"4","2","5","2",498,90,"4",248004.060675527,"1","6","4",652,NA,"11","1",2,1977,"1",144,1361,12,"3","3",0,"4",211,0,"5",356832100,1,"9",8,2007,"5","2",145,"6",0,1977,"1","4",190000
415,3,"5","5",NA,496,0,1,"1","20",6,51,"5","2",7153,0,0,112,2,"7",1294,5,"3","2","7",0,NA,"2","2","2","6",0,1991,"4","2",0,0,"1","2",1278,NA,"3",NA,"4","2","5","3",1200,20,"4",1440000.76628346,"3","2","4",78,NA,"7","3",2,1991,"4",36,1294,6,"3","1",0,"3",0,1,"5",51165409,88,"9",6,2008,"5","2",0,"3",0,1991,"1","4",179200
416,3,"5","5",NA,431,0,1,"1","9",6,84,"5","2",8000,885,1,224,2,"7",1658,5,"3","2","7",0,"5","3",NA,"3","6",1,1995,"4","2",0,0,"1","1",773,NA,"3",NA,"4","2","5","3",219,60,"4",47960.88583811,"6","2","4",554,NA,"7","3",2,1996,"4",64,773,8,"3","1",0,"4",0,1,"5",6.4e+07,0,"9",6,2008,"5","2",0,"3",0,1995,"1","4",188000
417,2,"5","5",NA,264,0,1,"5","20",6,0,"5","2",7175,0,0,353,1,"10",752,5,"3","2","7",90,NA,"3","3","2","4",0,1984,"4","2",0,0,"1","3",744,NA,"3",50,"4","2","5","3",623,120,"4",388127.974532866,"3","2","4",0,NA,"11","5",1,1984,"4",16,752,4,"1","3",0,"4",121,1,"5",51480625,0,"9",2,2010,"5","2",0,"3",0,1984,"1","4",125000
418,2,"5","5",NA,402,0,1,"5","12",6,304,"5","2",4500,0,0,0,2,"13",1224,5,"3","2","7",0,NA,"2",NA,"3","6",0,1999,"4","2",0,0,"1","1",1224,NA,"1",NA,"5","2","3","3",883,120,"4",779689.876869967,"3","4","4",341,NA,"14","1",2,1999,"4",25,1224,5,"3","3",0,"4",0,1,"5",20250000,425,"9",6,2009,"5","2",0,"3",0,1999,"1","4",165000
419,4,"5","5","1",384,0,1,"1","8",5,130,"5","6",8405,406,0,0,1,"9",1367,8,"3","2","7",0,NA,"3","3","1","2",0,1978,"4","2",0,0,"1","3",861,NA,"4",50,"4","2","5","3",241,50,"4",58080.6009733037,"1","2","4",229,NA,"9","1",1,1950,"4",49,961,7,"5","3",0,"4",391,1,"5",70644025,0,"9",4,2008,"5","2",112,"3",0,1900,"1","2",119000
420,3,"5","5",NA,900,0,1,"1","16",10,54,"5","2",12220,0,1,156,2,"6",2020,5,"3","2","7",0,"3","2",NA,"2","6",1,2009,"4","2",0,0,"1","1",2006,NA,"1",94,"4","2","5","3",1436,20,"1",2062097.24391517,"3","4","4",570,NA,"6","1",3,2009,"4",81,2020,9,"3","3",0,"1",0,1,"5",149328400,305,"7",9,2009,"6","2",0,"3",0,2009,"1","4",402861
421,4,"5","5",NA,484,0,1,"1","13",7,32,"5","2",7472,754,1,0,1,"7",1479,9,"3","2","7",0,NA,"2",NA,"2","6",0,1972,"4","2",0,0,"1","1",725,NA,"4",NA,"4","2","2","3",626,60,"4",391876.341900177,"6","2","4",99,NA,"7","3",2,2004,"1",49,725,7,"1","3",0,"3",0,1,"5",55830784,138,"9",6,2007,"5","2",0,"3",0,1972,"1","4",184000
422,1,"5","5",NA,367,0,1,"5","13",7,40,"5","2",4058,0,0,120,1,"9",767,5,"3","2","7",0,NA,"2",NA,"3","4",0,1998,"4","2",0,0,"1","1",723,NA,"3",34,"3","2","5","3",584,120,"4",341053.564354107,"7","2","1",0,NA,"9","1",1,1998,"4",16,767,4,"3","2",0,"4",139,1,"5",16467364,182,"9",6,2007,"5","2",0,"3",0,1998,"1","4",133000
423,3,"5","5",NA,288,0,1,"1","6",5,0,"5","2",9560,0,0,0,1,"9",864,7,"3","2","7",0,NA,"3",NA,"2","6",0,1972,"4","2",0,0,"1","2",864,NA,"4",120,"4","2","1","3",360,20,"4",129598.441814354,"3","4","3",504,NA,"9","1",1,1972,"1",25,864,5,"5","3",0,"4",0,0,"3",91393600,0,"9",6,2006,"5","2",0,"3",0,1972,"1","4",128500
424,4,"5",NA,NA,0,0,2,"3","8",5,0,NA,NA,9825,0,0,0,2,"2",1664,5,"3","1","7",0,NA,"3",NA,"2",NA,0,NA,"4","2",0,0,"1",NA,0,NA,NA,75,"4","2","5","3",0,90,"4",-0.167343448712292,"3","4",NA,0,NA,"2","5",0,1965,"4",64,1664,8,NA,"1",0,"4",0,0,"5",96530625,0,"9",5,2010,"5","2",0,"3",0,1965,"1",NA,100000
425,3,"5","5",NA,532,0,1,"1","16",7,0,"5","2",10171,0,0,0,2,"13",1535,5,"3","2","7",0,NA,"2",NA,"3","6",0,2004,"4","2",0,0,"1","2",1517,NA,"3",70,"4","2","5","3",2,20,"3",3.5177277577127,"3","2","4",1515,NA,"14","1",2,2004,"1",49,1535,7,"3","2",0,"3",0,0,"5",103449241,168,"9",3,2010,"5","2",0,"3",0,2004,"1","4",214000
426,3,"5","5",NA,470,0,1,"1","6",6,99,"5","2",15426,836,1,276,2,"13",1764,5,"3","2","7",0,NA,"3","3","3","6",0,1997,"4","2",0,0,"1","2",928,NA,"3",65,"4","2","5","3",821,60,"4",674040.323890125,"6","2","4",107,NA,"14","1",2,1997,"1",49,928,7,"3","2",0,"3",0,1,"5",237961476,0,"9",8,2009,"5","2",0,"3",0,1997,"1","4",231500
427,3,"5","5",NA,548,0,1,"1","6",7,61,"5","2",8450,854,1,0,2,"13",1710,5,"3","2","7",0,NA,"2",NA,"3","6",0,2003,"4","2",0,0,"1","2",856,NA,"3",65,"4","2","5","3",706,60,"3",498435.830166119,"6","2","4",150,NA,"14","1",2,2003,"4",64,856,8,"3","1",0,"3",0,1,"5",71402500,196,"9",2,2008,"5","2",0,"3",0,2003,"1","4",208500
428,2,"1",NA,NA,0,0,1,"1","4",4,0,NA,NA,7446,0,0,0,1,"15",788,5,"3","2","7",0,"5","3","2","2","6",2,NA,"4","2",0,0,"1",NA,788,NA,"4",NA,"4","2","1","2",266,30,"4",70755.232797686,"3","2","4",522,NA,"16","5",0,1950,"4",16,788,4,"5","2",0,"4",0,0,"5",55442916,0,"9",4,2006,"1","2",0,"3",0,1941,"1","4",100000
429,4,"5",NA,"2",0,0,1,"1","18",8,54,NA,NA,5250,1215,0,0,2,"9",2358,5,"3","1","7",0,NA,"3",NA,"1","6",0,NA,"4","2",0,205,"1",NA,684,NA,"4",50,"5","2","5","3",259,70,"4",67082.0928392376,"6","2","4",425,NA,"9","2",0,1987,"4",64,938,8,"4","2",0,"4",0,0,"3",27562500,0,"9",12,2008,"5","5",20,"3",0,1872,"1","1",122000
430,1,"5","5",NA,484,0,1,"1","7",7,54,"5","2",15602,0,0,0,2,"4",1801,8,"3","2","7",161,"5","3","2","2","6",2,1959,"4","2",0,0,"1","1",1501,NA,"4",100,"4","2","5","3",1247,20,"4",1555009.39910868,"3","2","4",254,NA,"15","5",2,1997,"1",36,1801,6,"1","3",0,"4",0,1,"5",243422404,0,"9",3,2010,"5","2",0,"3",0,1959,"1","4",289000
431,3,"5","5",NA,352,0,1,"1","4",5,0,"5","6",7015,224,0,0,1,"9",1203,4,"3","2","7",0,"5","1",NA,"2","6",1,1950,"1","2",0,0,"1","3",709,NA,"4",NA,"4","2","1","3",185,50,"4",34223.7746416575,"1","2","4",524,NA,"9","5",1,1950,"1",25,979,5,"4","1",0,"3",0,1,"5",49210225,161,"9",7,2009,"5","2",248,"3",0,1950,"1","4",110000
432,4,"5","5","2",370,0,1,"1","4",6,0,"5","6",13053,795,1,0,1,"14",1848,7,"1","2","7",220,"3","3",NA,"1","6",1,1922,"1","2",0,0,"1","3",833,NA,"4",64,"4","2","5","3",0,50,"4",0.852202804401803,"1","3","4",833,NA,"15","3",2,2000,"4",64,1053,8,"6","3",0,"3",0,0,"5",170380809,0,"9",6,2008,"5","2",0,"3",0,1923,"1","4",207000
433,3,"5","5",NA,522,0,1,"1","13",7,0,"5","2",11160,0,1,0,2,"4",2110,5,"3","2","7",0,"5","3",NA,"2","6",2,1968,"4","2",0,0,"1","1",2110,NA,"4",93,"4","2","1","3",1065,20,"3",1134225.9541949,"3","4","4",1045,NA,"4","1",2,1968,"4",64,2110,8,"1","3",0,"1",0,1,"5",124545600,0,"9",4,2010,"5","2",0,"3",0,1968,"1","4",244000
434,3,"5","5",NA,502,0,1,"1","13",5,92,"5","2",9350,0,0,0,2,"4",1265,8,"3","2","7",0,"3","3","3","3","6",1,1965,"4","2",0,0,"1","2",1219,NA,"4",85,"4","2","5","3",633,80,"4",400687.062838734,"8","2","2",586,NA,"4","3",2,1999,"4",36,1265,6,"1","1",1,"3",0,0,"3",87422500,0,"9",10,2008,"5","2",0,"3",96,1965,"1","4",179900
435,2,"5","5",NA,720,0,1,"1","18",5,50,"5","6",8235,0,0,140,1,"9",825,7,"3","2","7",0,NA,"3","3","2","5",0,1963,"2","2",0,0,"1","2",825,NA,"4",49,"5","2","5","2",180,20,"4",32398.7558243109,"3","2","4",0,NA,"9","5",2,1995,"1",16,825,4,"4","3",0,"4",645,1,"3",67815225,0,"9",6,2008,"5","2",0,"8",0,1955,"1","4",125000
436,3,"5","5",NA,576,0,1,"1","13",6,312,"5","6",10530,0,1,0,1,"10",981,5,"3","2","7",0,NA,"3",NA,"2","4",0,1979,"4","2",0,0,"1","3",981,NA,"4",NA,"4","2","1","3",282,20,"4",79522.1736019226,"3","4","4",664,NA,"11","5",2,1971,"1",25,981,5,"1","3",0,"4",35,1,"5",110880900,0,"9",3,2007,"5","2",40,"3",0,1971,"1","4",143250
437,2,"5","5",NA,264,0,1,"4","3",6,0,"5","6",1680,504,1,250,1,"7",987,8,"3","2","7",0,NA,"2",NA,"2","6",0,1972,"4","2",0,0,"1","3",483,NA,"4",21,"5","2","5","3",162,160,"4",26245.4806414563,"6","2","4",321,NA,"7","3",1,2007,"4",25,483,5,"1","1",0,"3",0,0,"5",2822400,510,"9",5,2009,"5","2",0,"3",0,1972,"1","4",118000
438,3,"5","5",NA,624,0,1,"1","13",5,0,"5","6",7388,0,0,0,1,"9",1327,6,"3","2","7",0,NA,"3",NA,"2","6",0,1974,"4","2",0,0,"1","3",1063,NA,"4",75,"4","2","1","3",405,20,"4",164025.859425721,"3","2","4",658,NA,"9","3",2,2002,"4",49,1327,7,"5","2",0,"3",0,1,"5",54582544,0,"9",7,2007,"5","2",0,"3",0,1959,"1","4",150750
439,3,"5","5",NA,427,0,1,"1","9",7,94,"5","2",10141,833,1,0,2,"13",1718,5,"3","2","7",291,"5","2",NA,"3","6",1,1998,"4","2",0,0,"1","1",832,NA,"3",74,"4","2","1","3",0,60,"4",-0.360533217736598,"6","2","4",832,NA,"14","3",2,1998,"1",49,885,7,"6","3",0,"4",0,0,"5",102839881,40,"9",12,2009,"5","2",0,"3",0,1998,"1","4",185000
440,3,"5","5",NA,288,0,1,"1","19",6,0,"5","6",6768,0,0,168,1,"7",912,8,"3","2","7",0,NA,"3","1","2","6",0,1962,"4","2",0,0,"1","3",912,NA,"4",65,"4","2","5","2",832,20,"4",692224.431409733,"3","4","3",80,NA,"7","3",1,1996,"1",25,912,5,"3","2",1,"3",0,1,"3",45805824,0,"9",5,2008,"5","2",0,"3",0,1961,"1","4",142000
441,3,"5","5",NA,528,0,1,"1","17",8,45,"5","2",8400,855,1,0,2,"13",1665,6,"3","2","7",0,NA,"3",NA,"3","6",0,2001,"4","2",0,0,"1","1",810,NA,"3",70,"4","2","5","3",643,60,"3",413450.136564577,"6","2","4",167,NA,"14","1",2,2001,"4",36,810,6,"3","2",0,"3",0,1,"5",70560000,0,"9",11,2009,"5","2",0,"3",0,2001,"1","4",227000
442,3,"5","5",NA,539,0,1,"1","20",7,55,"5","2",8450,0,0,120,2,"13",1349,5,"3","2","7",0,NA,"2","1","3","6",0,2000,"4","2",0,0,"1","3",1349,NA,"3",65,"4","2","5","3",0,20,"4",0.0481902829870853,"3","2","4",1349,NA,"14","1",2,2001,"4",36,1349,6,"6","2",0,"4",0,0,"5",71402500,108,"9",12,2007,"5","2",0,"3",0,2000,"1","4",179000
443,4,"5","5",NA,495,0,1,"1","17",6,66,"5","2",14803,896,1,0,2,"7",1993,5,"3","2","7",0,"3","2","2","2","6",1,1971,"4","2",0,0,"1","2",825,NA,"4",NA,"4","2","2","3",416,60,"4",173056.707607227,"6","2","4",409,NA,"7","3",2,1971,"1",64,1097,8,"5","1",0,"4",0,0,"5",219128809,252,"9",6,2006,"5","2",0,"3",0,1971,"1","4",190000
444,3,"5","5",NA,1390,0,1,"1","16",8,90,"5","2",12704,0,1,0,2,"13",2042,5,"3","2","7",0,"3","2",NA,"3","6",1,2009,"4","2",0,0,"1","2",2042,NA,"1",98,"4","2","5","3",0,20,"1",0.0348379096051265,"3","4","4",2042,NA,"14","1",3,2009,"4",64,2042,8,"6","1",0,"1",0,0,"5",161391616,306,"7",8,2009,"6","2",0,"3",0,2008,"1","4",253293
445,3,"5","5",NA,572,0,1,"1","6",7,56,"5","2",9313,864,1,187,2,"13",1728,5,"3","2","7",0,NA,"3",NA,"3","6",0,2004,"4","2",0,0,"1","2",864,NA,"3",65,"4","2","5","3",0,60,"3",-0.384045238901394,"6","2","4",864,NA,"14","1",2,2004,"1",49,864,7,"6","1",0,"3",0,0,"5",86731969,0,"9",4,2009,"5","2",0,"3",0,2004,"1","4",190000
446,2,"5","5",NA,588,0,1,"1","25",5,180,"5","2",16157,0,1,168,1,"10",1432,7,"3","2","7",0,"5","3",NA,"3","5",1,1978,"4","2",0,0,"1","3",1360,NA,"3",NA,"4","2","3","2",680,80,"4",462401.079704813,"8","2","2",289,NA,"11","1",2,1978,"1",25,1432,5,"1","1",0,"3",391,1,"5",261048649,0,"9",6,2007,"5","2",0,"3",0,1978,"1","4",194000
447,2,"5",NA,NA,0,0,1,"1","4",4,0,NA,NA,6240,240,0,0,1,"1",912,5,"1","1","7",0,NA,"3",NA,"4",NA,0,NA,"4","2",0,0,"1",NA,0,NA,NA,52,"5","2","5","3",0,50,"4",1.87620445241042,"1","2",NA,0,NA,"1","3",0,1950,"4",9,672,3,NA,"3",0,"4",0,0,"5",38937600,0,"9",7,2006,"5","2",0,"3",0,1947,"1",NA,80500
