Id,Target
2594,217954.2155265436
2595,190306.90913443742
2596,202223.45539764393
2597,140231.7060202462
2598,258398.5002268438
2599,199905.54829328452
2600,110740.55143119412
2601,91705.98504824849
2602,178381.85934722927
2603,228286.6216125269
2604,331845.05215842184
2605,129174.87449393672
2606,201023.05810956136
2607,56230.77279772789
2608,191350.68988913123
2609,132216.32247981944
2610,98647.43149129004
2611,172588.2023076224
2612,142037.19018037096
2613,122825.94505560532
2614,175075.81586404366
2615,203652.15313362927
2616,166033.2027626745
2617,218555.86223395355
2618,154177.98401158996
2619,253476.91314489394
2620,211420.25029963785
2621,193873.81407160257
2622,151048.07866479826
2623,83894.03653155366
2624,165082.19256156008
2625,216856.52578945557
2626,192957.78772497107
2627,153614.58929899914
2628,198786.12286474428
2629,150315.43263341882
2630,321793.02097108454
2631,139392.9480855336
2632,98036.42914315625
2633,327570.21629480907
2634,129586.4371086306
2635,299005.8516495751
